city,colors,shape,state,time
Wabash River,,CIRCLE,IN,6/1/1959 8:00
Nashville,,,TX,6/1/1959 12:00
Orange,,CYLINDER,CT,6/1/1959 12:00
Sidney,,LIGHT,OH,6/1/1959 18:30
Nelson,,CIGAR,NE,6/1/1959 22:00
Arvada,,CIRCLE,CO,6/5/1959 13:00
Monroe,,,MI,6/10/1959 13:00
Missoula,,,MT,6/15/1959 1:00
Minneapolis,,OTHER,MN,6/15/1959 8:30
Campbell,,DISK,CA,6/15/1959 10:00
Buffalo,,LIGHT,WV,6/15/1959 23:00
Minneapolis,,FORMATION,MN,6/23/1959 22:00
Globe,,RECTANGLE,AZ,6/28/1959 13:00
Campbellsport,,CIRCLE,WI,6/30/1959 14:00
New York City,,OVAL,NY,6/30/1959 20:00
Phoenix,,DISK,AZ,6/30/1959 21:00
Strathmore,,DISK,CA,7/1/1959 1:00
Castle Rock,,CIGAR,WA,7/1/1959 20:00
Gardner Lake,,OVAL,ME,7/4/1959 20:00
Long Beach,,LIGHT,CA,7/7/1959 23:00
Nort Sutton,,,NH,7/15/1959 12:00
New Albany,,CIGAR,IN,7/15/1959 23:00
Worcester,,OTHER,MA,7/16/1959 18:00
Salem,,DISK,OH,7/19/1959 1:00
Fort Lauderdale,,LIGHT,FL,7/20/1959 21:30
Allendale,,LIGHT,KY,7/22/1959 14:30
Golden,,DISK,TX,8/1/1959 18:00
Reseda,,DISK,CA,8/10/1959 1:30
Troy,,,NY,8/13/1959 21:00
Jewett,,LIGHT,NY,8/13/1959 22:30
Roswell,,,NM,8/15/1959 15:00
Mohave,,LIGHT,CA,8/15/1959 21:00
Lake Bonita,,FIREBALL,NM,8/20/1959 3:00
Fallon,,OVAL,NV,9/15/1959 0:00
Goldfield,,LIGHT,NV,9/15/1959 1:00
Dayton,,DISK,OH,9/15/1959 11:30
New York City,,OTHER,NY,10/1/1959 16:00
Jacksonville,,,IL,10/1/1959 19:00
Duluth,,,WI,10/1/1959 20:45
Duluth,,,WI,10/5/1959 18:30
Rock Hill,,TRIANGLE,SC,10/5/1959 19:00
Marysville,,OTHER,WA,10/15/1959 0:00
Four States,RED,SPHERE,WV,10/16/1959 22:30
Starke,,SPHERE,FL,11/11/1959 20:00
Lafayette,,CIRCLE,IN,11/15/1959 1:30
Los Angeles,,DISK,CA,12/20/1959 18:30
Tehachapi,,FIREBALL,CA,12/30/1959 18:35
Del Mar,,,CA,12/30/1959 23:00
Bristol,,DISK,VA,1/15/1960 22:00
St. Paul,,CIGAR,MN,2/1/1960 22:15
Hartwell,,CIGAR,GA,2/1/1960 23:00
Winston-Salem,,CIGAR,NC,2/18/1960 21:00
Houston,,TRIANGLE,TX,3/12/1960 23:00
Houston,,OTHER,TX,4/1/1960 21:00
Tucson,,LIGHT,AZ,5/1/1960 20:00
Schenectady,,,NY,5/15/1960 0:00
Terre Haute,,OTHER,IN,5/15/1960 18:00
Great Bend,,OTHER,KS,6/1/1960 0:00
Salt Lake City,,DISK,UT,6/1/1960 0:00
Seattle,GREEN,OVAL,WA,6/1/1960 0:00
Yakima,,OTHER,WA,6/1/1960 2:30
Palmdale,,DISK,CA,6/1/1960 12:00
Sacramento,,CIGAR,CA,6/1/1960 12:00
Chadd's Ford,,CYLINDER,PA,6/1/1960 13:00
New Jersey,,CIGAR,NJ,6/1/1960 13:00
Watervliet,,DISK,MI,6/1/1960 18:00
Vassalboro,,OVAL,ME,6/1/1960 20:00
Silverfdale,,VARIOUS,WA,6/1/1960 22:00
Santa Ana,,DISK,CA,6/3/1960 18:00
Cape Canaveral,,FIREBALL,FL,6/6/1960 12:00
Philadelphia,,SPHERE,PA,6/10/1960 18:00
Barstow-Baker,,DISK,CA,6/11/1960 2:00
Great Falls,,FORMATION,MT,6/12/1960 14:30
Quincy,,DISK,CA,6/13/1960 2:00
Baltimore,,OTHER,MD,6/15/1960 21:00
Kansas City,,DISK,KS,6/15/1960 21:45
Chicago,,OVAL,IL,6/18/1960 23:00
East Bernstadt,,DISK,KY,6/21/1960 14:00
Albertson,,,NY,6/30/1960 0:00
Litchfield,,OTHER,PA,6/30/1960 12:00
Portland,,DISK,OR,6/30/1960 20:30
,,DISK,NV,7/1/1960 12:00
Stevens,,OTHER,MN,7/1/1960 12:00
Portland,,,OR,7/1/1960 20:00
New Berlin,,CIRCLE,WI,7/4/1960 21:30
Springdale,,FORMATION,AR,7/7/1960 22:00
La Verne,ORANGE YELLOW,CIRCLE,CA,7/15/1960 1:00
Pacific Coast Highway,,,CA,7/15/1960 10:00
Goldsboro,,SPHERE,NC,7/15/1960 16:00
Amarillo,,DIAMOND,TX,7/15/1960 21:00
Upland,,CIRCLE,CA,7/30/1960 21:00
Allentown,,CYLINDER,PA,8/1/1960 12:00
Taftville,,DISK,CT,8/1/1960 15:00
Boston,,DISK,MA,8/1/1960 18:00
Carteret,,CIGAR,NJ,8/1/1960 18:00
Crystal,,CIRCLE,WI,8/1/1960 23:00
Cherokee,,FIREBALL,NC,8/2/1960 23:00
Belmont,,CIRCLE,NY,8/10/1960 1:00
Watchung,RED,CIGAR,NJ,8/10/1960 18:00
Cottonwood,,,WA,8/13/1960 19:00
Saugus,,CIRCLE,MA,8/15/1960 15:00
Framingham,,OVAL,MA,8/15/1960 16:00
Long Beach,,OTHER,CA,8/17/1960 21:10
Pittsburgh,,SPHERE,PA,8/20/1960 21:30
Dickinson,,CIRCLE,ND,8/28/1960 21:00
Buffalo,,OVAL,NY,9/5/1960 21:00
Wichita,,OVAL,KS,9/10/1960 10:00
Kingsport,ORANGE,CIRCLE,TN,9/15/1960 19:00
Seattle,,DISK,WA,9/15/1960 20:30
Susanville,,,CA,9/15/1960 21:00
Kaneohe,,LIGHT,HI,10/10/1960 20:00
Burnsville,,,MN,10/18/1960 0:00
Westbury,,DISK,NY,11/2/1960 18:00
Sumner,,SPHERE,WA,11/11/1960 2:00
Kansas City,,,KS,11/15/1960 22:00
Santa Clara,,CIRCLE,CA,1/1/1961 12:00
Kendallville,,CIRCLE,IN,1/1/1961 13:00
Lancaster,,DISK,CA,2/2/1961 1:00
Panhandle,,DIAMOND,TX,2/22/1961 20:00
McGuire AFB,RED GREEN,SPHERE,NJ,3/12/1961 21:00
New York City,,CROSS,NY,3/29/1961 0:00
Shenandoah,,LIGHT,PA,4/1/1961 20:00
Altus,,CIRCLE,OK,4/15/1961 21:00
Auburn,,CIGAR,WA,5/1/1961 22:00
Parris Island,,VARIOUS,SC,5/15/1961 4:00
Alpine,,DISK,UT,6/1/1961 0:00
no data,,TEARDROP,NY,6/1/1961 18:00
Opa Locka,,OTHER,FL,6/1/1961 18:00
Carrollton,,,TX,6/10/1961 19:30
Huntsville,,TRIANGLE,AL,6/15/1961 12:00
Richardson,GREEN,LIGHT,TX,6/15/1961 15:00
Frederick,,LIGHT,OK,6/15/1961 20:30
Chicago,,DISK,IL,6/17/1961 19:00
Webster Groves,,CIRCLE,MO,6/20/1961 0:00
Dallas,,DISK,GA,6/22/1961 0:00
Greensboro,,CIGAR,NC,6/30/1961 8:00
Orlando,,DISK,FL,6/30/1961 15:00
La Mirada,ORANGE,CIGAR,CA,6/30/1961 19:00
Rotan,,SPHERE,TX,6/30/1961 22:00
Lawrenceville,,CIRCLE,GA,7/1/1961 21:00
West Haven,,LIGHT,CT,7/8/1961 21:00
Sapulpa,,,OK,7/15/1961 1:00
Gettysburg,,CIGAR,PA,7/15/1961 11:00
Mount Hope,,,WV,7/15/1961 23:00
Newberg,,EGG,OR,7/15/1961 23:30
Arlington Heights,,DISK,IL,7/16/1961 19:50
Mill Valley,,DISK,CA,8/1/1961 0:00
Glenshaw,,DISK,PA,8/5/1961 21:15
Pittsburgh,,SPHERE,PA,8/5/1961 23:00
Palatine,ORANGE,DISK,IL,8/9/1961 20:00
New York City,,DISK,NY,8/15/1961 19:00
Evendale,,,OH,8/30/1961 0:00
Fort Benning,,DISK,GA,9/1/1961 18:46
Toledo,,LIGHT,OH,9/1/1961 20:30
Wahoo,,EGG,NE,9/15/1961 20:00
Toledo,,SPHERE,OH,10/1/1961 3:00
Tulsa,,DISK,OK,10/1/1961 3:30
Nashville,,DISK,TN,10/1/1961 19:00
Graham,,TRIANGLE,NC,10/1/1961 22:00
Bristol,,SPHERE,TN,10/10/1961 19:00
Indialantic,,OVAL,FL,10/15/1961 18:00
Bakersfield,RED,CIRCLE,CA,11/11/1961 23:00
Leesville,,FLASH,SC,11/26/1961 10:00
Bartow,,SPHERE,FL,12/17/1961 21:00
Forestburg,,SPHERE,TX,12/26/1961 20:00
Key West,,SPHERE,FL,1/1/1962 8:00
Fayetteville,,CIRCLE,NC,2/19/1962 21:00
Snohomish,,DIAMOND,WA,3/1/1962 8:00
Wendover,,DISK,UT,3/3/1962 3:00
Clayton,,,NC,3/8/1962 21:00
Camden,,SPHERE,OH,3/15/1962 10:00
Shenandoah,YELLOW,LIGHT,PA,3/31/1962 21:00
Huntingdon,GREEN,,GA,4/15/1962 21:00
Acoma,,CYLINDER,NM,5/15/1962 21:00
Toms River,,DISK,NJ,5/15/1962 21:00
Pittsburg,RED,VARIOUS,OK,5/15/1962 21:30
Whitehouse,,LIGHT,NJ,5/20/1962 23:00
Garland,,DISK,TX,5/30/1962 20:00
Bartlesville,,,OK,6/1/1962 0:00
Charleston,,DISK,SC,6/1/1962 12:00
Ellwood City,,DISK,PA,6/1/1962 12:00
Liberty Homes,,SPHERE,SC,6/1/1962 12:00
San Francisco,,CIRCLE,CA,6/1/1962 19:00
Aurora,,LIGHT,CO,6/1/1962 20:00
Benton,,DISK,IL,6/1/1962 21:30
Lempster,,CIRCLE,NH,6/14/1962 19:45
Castle Rock,,SPHERE,WA,6/15/1962 0:00
Lawrence County,,DISK,IL,6/15/1962 19:30
Booneville,,DISK,NC,6/15/1962 20:00
IL,,DISK,IL,6/15/1962 21:30
Joyce,,OTHER,WA,6/16/1962 23:30
Ossining,,,NY,6/25/1962 2:00
Orlando,,SPHERE,FL,6/30/1962 0:00
Granada Hills,,SPHERE,CA,6/30/1962 2:00
Cadiz,,,CA,6/30/1962 7:00
Royal Oak,,DISK,MI,6/30/1962 17:30
Bethpage,,TRIANGLE,NY,6/30/1962 18:00
Bay Area,,DISK,CA,6/30/1962 19:00
Miami,,OVAL,FL,7/1/1962 0:00
Chicago,,DISK,IL,7/1/1962 22:00
Seattle,,OTHER,WA,7/1/1962 22:00
Spearman,,,TX,7/4/1962 21:00
Lindsay,,CYLINDER,OK,7/7/1962 2:00
Tannersville,,LIGHT,NY,7/10/1962 10:00
Avon-by-the-Sea,ORANGE,VARIOUS,NJ,7/15/1962 2:00
Chicago,,OTHER,IL,7/15/1962 19:00
East Windsor,ORANGE,CIRCLE,CT,7/15/1962 21:00
Frankfort,,OVAL,MI,7/15/1962 21:00
Mentor,,DISK,OH,7/15/1962 21:00
Sunrise Beach,,CYLINDER,MO,7/15/1962 23:00
Burkesville,,DISK,KY,7/20/1962 18:00
Springdale,,LIGHT,AR,7/20/1962 21:00
Rensselaer,,OTHER,NY,7/24/1962 12:00
Savannah,,DISK,GA,8/1/1962 15:00
Beaverton,,TRIANGLE,OR,8/1/1962 19:30
Ship's Bottom,,,NJ,8/1/1962 23:00
Lodi,RED,OTHER,OH,8/8/1962 14:00
Wellington,,,KS,8/10/1962 15:00
Denver,,DISK,CO,8/15/1962 17:30
Nenana,,OVAL,AK,8/15/1962 19:00
Ann Arbor,,DISK,MI,8/15/1962 20:00
Haverhill,,DISK,MA,8/16/1962 12:00
San Juan Island,,DISK,WA,9/1/1962 12:00
Seattle,,CIRCLE,WA,9/1/1962 12:00
Hopewell,,LIGHT,VA,9/1/1962 15:00
St. Louis,,SPHERE,MO,9/4/1962 15:30
Wisconsin,ORANGE,DISK,WI,9/14/1962 17:30
Severn,,,NC,9/15/1962 14:00
Island Beach State Park,,DISK,NJ,9/15/1962 18:00
Savannah,,OVAL,GA,9/29/1962 22:00
Ft. Lee,,,VA,10/15/1962 0:00
Chicago,,OTHER,IL,10/15/1962 22:30
Valparaiso,,CIGAR,FL,11/1/1962 18:00
Pharr,,CHEVRON,TX,11/9/1962 20:30
Alameda Naval Air Station,,,CA,11/15/1962 14:00
Runge,,SPHERE,TX,11/15/1962 21:00
New York City,,CIGAR,NY,12/21/1962 23:21
Markleville,,DISK,CA,1/1/1963 10:00
Helena,,DIAMOND,MT,1/1/1963 22:00
Holyoke,,DISK,MA,1/20/1963 22:00
Cape May Court House,,,NJ,2/21/1963 21:30
Husten,,,TX,2/23/1963 11:30
Normandy Park,,CYLINDER,WA,3/15/1963 13:00
Great Lakes,,DISK,IL,3/15/1963 17:30
Tucson,,TRIANGLE,AZ,4/1/1963 7:00
Vero Beach,,DISK,FL,4/7/1963 20:00
Russellton,,SPHERE,PA,4/10/1963 0:00
Lompoc,,DISK,CA,4/15/1963 19:30
Alexandria,RED,LIGHT,VA,4/20/1963 17:00
Lynn,,DISK,MA,5/7/1963 3:00
New York City,,OTHER,NY,5/15/1963 7:00
Towson,,OVAL,MD,5/15/1963 14:00
Tishimingo,,VARIOUS,OK,5/15/1963 22:00
Emporia,,RECTANGLE,KS,5/30/1963 17:30
Cocoa,,,FL,6/1/1963 0:00
Houston,,,TX,6/1/1963 0:00
San Francisco,,DISK,CA,6/1/1963 0:00
St. Louis County,,CIGAR,MO,6/1/1963 2:00
Williamsport,RED,OTHER,MD,6/1/1963 8:00
Gonzales,,CIGAR,TX,6/1/1963 8:30
Albemarle,,DISK,NC,6/1/1963 11:00
Houston,,CIGAR,TX,6/1/1963 12:00
Kirksey,,TRIANGLE,KY,6/1/1963 13:00
Waukegan,,FORMATION,IL,6/1/1963 16:00
Royal Oak,RED,TRIANGLE,MI,6/1/1963 18:00
Laguna Beach,,LIGHT,CA,6/1/1963 20:00
Rodeo,,SPHERE,CA,6/1/1963 21:00
Big Kandiyohi Lake,,LIGHT,MN,6/1/1963 22:00
Colorado Springs,,DISK,CO,6/1/1963 23:00
Fort Collins,,CIGAR,CO,6/10/1963 3:00
Menasha,,CIRCLE,WI,6/11/1963 11:00
Hollywood,,DISK,FL,6/15/1963 1:00
Milford,,OTHER,CT,6/15/1963 3:00
Washougal,,,WA,6/15/1963 3:33
North St. Paul,,DISK,MN,6/15/1963 11:30
Jonesboro,,CIGAR,AR,6/15/1963 18:00
Sacramento,,CYLINDER,CA,6/15/1963 18:15
Newaygo,,SPHERE,MI,6/15/1963 19:00
Trion,,CIRCLE,GA,6/15/1963 21:00
Newburgh,,OTHER,NY,6/15/1963 22:00
Mansfield,,LIGHT,CT,6/27/1963 19:00
Johnstown,,RECTANGLE,PA,6/30/1963 0:00
Zebulon,,OTHER,NC,6/30/1963 0:00
Newark,,DISK,TX,6/30/1963 6:00
Salt Lake City,,DISK,UT,6/30/1963 13:00
Anaheim,,DISK,CA,6/30/1963 14:00
New York City,,OVAL,NY,7/1/1963 16:00
Jonesboro,,DISK,AR,7/1/1963 18:00
Lincoln,,OTHER,MO,7/1/1963 21:00
Lincoln,,OTHER,MO,7/1/1963 21:12
Tucson,,OTHER,AZ,7/2/1963 19:30
East Vassalboro,ORANGE,TRIANGLE,ME,7/3/1963 21:00
Evanston,,DISK,IL,7/10/1963 20:00
Albert Lea,BLUE,OVAL,MN,7/11/1963 20:00
Hornell,,,NY,7/14/1963 21:30
Mantua,,CIRCLE,NJ,7/15/1963 0:00
Weingarten,,DISK,MO,7/15/1963 0:00
Kimberling City,,DISK,MO,7/15/1963 10:30
Great Lakes,,DISK,IL,7/15/1963 18:00
Great Lakes,,CIRCLE,IL,7/15/1963 21:00
Virginia Beach,,CIRCLE,VA,7/15/1963 21:00
Oklahoma City,,LIGHT,OK,7/15/1963 22:00
Santa Ana,,LIGHT,CA,7/15/1963 22:30
Portland,,SPHERE,OR,7/15/1963 23:00
Boston,,TRIANGLE,MA,7/17/1963 9:00
Tupelo,,DISK,MS,7/20/1963 19:30
Amsterdam,,DISK,NY,8/1/1963 2:00
Compton,,LIGHT,CA,8/1/1963 22:00
Wenatchee,,FORMATION,WA,8/1/1963 22:00
Fresno,,OTHER,CA,8/10/1963 22:00
Riverside,,DISK,OH,8/12/1963 21:00
Claycomo,,,MO,8/15/1963 6:00
Camas,,,WA,8/20/1963 2:30
Broadalbin,,LIGHT,NY,8/23/1963 22:00
Belchertown,BLUE,,MA,8/25/1963 22:00
New York City,,CIRCLE,NY,10/3/1963 21:00
Millington,,DISK,NJ,10/4/1963 0:00
Prince George,,DISK,VA,10/4/1963 19:10
Laurel,,OVAL,MS,10/9/1963 21:30
Danville,,DISK,IN,10/20/1963 19:00
Engelwood Cliffs,,,NJ,11/1/1963 0:00
Rome,,OVAL,GA,12/10/1963 23:00
El Cerrito,,FIREBALL,CA,1/10/1964 20:00
Omaha,,SPHERE,NE,1/25/1964 20:30
Bristow,,,OK,3/1/1964 20:00
Cherry Valley,,CIRCLE,CA,3/29/1964 21:00
Fries,,CYLINDER,VA,3/30/1964 13:00
Miami,,OTHER,FL,4/3/1964 18:00
Valley Station,,OTHER,KY,4/15/1964 19:00
Bancroft,,LIGHT,MI,4/15/1964 20:30
Seattle,,DISK,WA,4/15/1964 22:00
Orangevale,,LIGHT,CA,5/1/1964 22:00
Rangely,,,CO,5/5/1964 1:00
Pineville,,,KY,5/10/1964 2:00
Hardwick,,DISK,VT,5/15/1964 10:15
Texarkana,,DISK,AR,5/15/1964 12:00
Covina,,CIGAR,CA,5/15/1964 15:00
Covina,,CIGAR,CA,5/15/1964 15:00
Walden,,CIGAR,VT,5/15/1964 19:30
Cave Springs,,,GA,5/16/1964 8:00
Haltom City,,LIGHT,TX,6/1/1964 4:30
Sallisaw,,LIGHT,OK,6/1/1964 15:00
Butler,,,PA,6/1/1964 16:00
Los Angeles,,DISK,CA,6/1/1964 20:00
North Yakima,BLUE,CIRCLE,WA,6/1/1964 21:30
New York City,,DISK,NY,6/5/1964 10:00
Baltimore,,SPHERE,MD,6/9/1964 21:00
Montrose,BLUE,LIGHT,CO,6/10/1964 3:00
Chicago,ORANGE,CIRCLE,IL,6/10/1964 22:00
Auburndale,,CIRCLE,MA,6/11/1964 20:15
Dedham,,CIRCLE,MA,6/11/1964 21:40
Reno,,DISK,NV,6/14/1964 13:00
Winnamucca,,LIGHT,NV,6/15/1964 1:00
Miami,,LIGHT,FL,6/15/1964 6:00
Great Falls,,SPHERE,MT,6/15/1964 11:00
Tulsa,,CIRCLE,OK,6/15/1964 13:00
Milan,RED,SPHERE,TN,6/15/1964 21:00
Anchorville,,DISK,MI,6/15/1964 21:30
Marble Falls,,LIGHT,TX,6/15/1964 22:00
Destrehan,,LIGHT,LA,6/15/1964 23:00
Tucson,,TRIANGLE,AZ,6/19/1964 20:00
Thompson,,DISK,GA,6/22/1964 14:00
Alexandria,RED,DISK,VA,6/28/1964 21:00
Atlanta,,VARIOUS,GA,6/29/1964 21:50
Ontonagon,,RECTANGLE,MI,6/30/1964 1:00
Hoquiam,,OTHER,WA,6/30/1964 14:00
Ft. Wayne,,TRIANGLE,IN,6/30/1964 18:00
Lewistown,,OTHER,IL,6/30/1964 21:30
Paloma,ORANGE,OTHER,CA,6/30/1964 22:00
Laurel Springs,,OTHER,NJ,7/1/1964 12:00
Omaha,,DISK,NE,7/1/1964 20:00
Wautoma,,LIGHT,WI,7/7/1964 21:30
no data,,LIGHT,PA,7/8/1964 0:00
Chicago,,DISK,IL,7/9/1964 22:30
Defiance,,LIGHT,OH,7/10/1964 22:00
Drew,,CIRCLE,OR,7/12/1964 12:00
Hamilton,RED,OVAL,MT,7/14/1964 13:00
Dayton,,DISK,OH,7/15/1964 8:00
Brunswick,,FORMATION,GA,7/15/1964 12:00
Washington,,OTHER,MO,7/15/1964 15:00
Fishersville,,FIREBALL,VA,7/15/1964 19:00
Las Vegas,,CIRCLE,NV,7/15/1964 23:00
Rosebush,,,MI,7/16/1964 1:00
New Jersey,,LIGHT,NJ,7/20/1964 20:00
Holden,,LIGHT,MA,7/31/1964 22:00
Stonington,,DISK,CT,8/1/1964 6:00
Chicago,,FORMATION,IL,8/1/1964 9:30
Duquesne,,CIGAR,PA,8/1/1964 15:00
Samuel-,,FIREBALL,KY,8/1/1964 19:30
Charlestown,,LIGHT,RI,8/1/1964 20:00
Morro Bay,,TRIANGLE,CA,8/1/1964 21:00
Boston,,CIRCLE,MA,8/4/1964 9:30
Bonfield,,DIAMOND,IL,8/12/1964 0:00
Taylorville,,DISK,IL,8/13/1964 23:30
Portland,,CIRCLE,ME,8/14/1964 23:00
St. Louis,,FIREBALL,MO,8/15/1964 20:00
Atlantic Ocean,,CIGAR,VA,8/15/1964 21:00
Los Angeles,,CROSS,CA,8/20/1964 13:00
St. Petersburg,,,FL,8/20/1964 22:45
Florence,,DISK,AL,8/22/1964 18:40
Oxen Hill,,OVAL,MD,9/1/1964 20:00
East Hartford,,FIREBALL,CT,9/1/1964 20:30
New York City,,DISK,NY,9/5/1964 21:00
Spartanburg,,DISK,SC,9/10/1964 22:00
Crescent Junction,,DISK,UT,9/15/1964 2:00
Arcade,,DISK,NY,9/15/1964 20:00
Yakima,,DISK,WA,9/15/1964 21:00
Cowpens,,DISK,SC,9/15/1964 22:00
Monterey,,DISK,CA,9/15/1964 22:30
Chicago,,SPHERE,IL,9/20/1964 20:00
Mt. Prospect,,DISK,IL,9/25/1964 19:00
Mt. Prospect,,DISK,IL,9/25/1964 19:00
Wilmington,,,DE,9/30/1964 0:00
Terrebonne,,CIGAR,OR,10/5/1964 16:45
Bettendorf,,OTHER,TX,10/14/1964 2:00
Columbus,,CIGAR,OH,10/15/1964 0:00
New Iberia,,CIRCLE,LA,10/20/1964 12:00
Detroit,,CIRCLE,MI,10/20/1964 21:00
Cotullia,,SPHERE,TX,11/1/1964 18:00
Glen Allen,,DISK,VA,11/12/1964 20:00
Memphis,,CIRCLE,TN,11/15/1964 22:00
Memphis,,SPHERE,TN,11/15/1964 22:00
Memphis,,CIRCLE,TN,11/22/1964 22:00
Mokena,,LIGHT,IL,1/1/1965 17:00
Conway,,LIGHT,AR,1/1/1965 20:00
St. Ansgar,,FIREBALL,IA,1/1/1965 20:00
Indianapolis,,CIRCLE,IN,2/1/1965 7:30
Seattle,,SPHERE,WA,2/2/1965 6:00
Chicago,,OVAL,IL,2/15/1965 17:00
Metairie,,CIRCLE,LA,2/16/1965 21:00
Jonesboro,BLUE,DISK,GA,3/15/1965 14:00
Waterville,,EGG,ME,3/15/1965 17:00
Austin,,,TX,4/1/1965 5:30
Schertz,,DISK,TX,4/1/1965 15:30
Nesquehoning,,TRIANGLE,PA,4/1/1965 22:30
Daytona Beach,,CIGAR,FL,4/14/1965 23:00
Tampa,,DISK,FL,4/15/1965 12:00
Orlando,,DISK,FL,4/20/1965 19:00
Newtown Square,,TRIANGLE,PA,4/28/1965 0:00
Guernsey,,SPHERE,WY,5/1/1965 13:00
York County,,OVAL,PA,5/1/1965 15:30
Appelton,,DISK,WI,5/1/1965 16:30
St. Louis County,,CIGAR,MO,5/5/1965 5:35
Scotland,,OTHER,AR,5/5/1965 17:00
Massapequa Park,,OVAL,NY,5/12/1965 21:00
Burlington,,DISK,WA,5/15/1965 7:30
Gadsden,,SPHERE,AL,5/15/1965 14:00
La Mesa,,DISK,CA,5/15/1965 15:00
Shasta Lake,,DISK,CA,5/31/1965 13:00
Norman,,DISK,OK,6/1/1965 0:00
St. Louis,,SPHERE,MO,6/1/1965 1:00
Deming,,DISK,NM,6/1/1965 5:00
Laconia,ORANGE,CYLINDER,NH,6/1/1965 9:00
Marathon,,DISK,WI,6/1/1965 11:00
Knobnoster,,OVAL,MO,6/1/1965 12:00
Long Beach,,CYLINDER,CA,6/1/1965 13:00
Scottsville,,LIGHT,KY,6/1/1965 13:00
Lakewood,,DISK,OH,6/1/1965 15:00
Newport,,LIGHT,NH,6/1/1965 19:00
Chicago,,LIGHT,IL,6/1/1965 20:00
Fallon,,,NV,6/1/1965 20:00
Miami,,OVAL,FL,6/1/1965 20:00
Rochester,,SPHERE,NY,6/1/1965 21:00
San Lorenzo,,LIGHT,CA,6/1/1965 21:00
Toledo,,SPHERE,OH,6/1/1965 21:00
Caliham,,LIGHT,TX,6/6/1965 2:45
College Park,,CIRCLE,GA,6/6/1965 17:00
Rustburg,,LIGHT,VA,6/8/1965 21:00
Whittier,,OTHER,CA,6/15/1965 0:00
Woodland HIlls,,CIRCLE,CA,6/15/1965 3:30
West Corners,,OTHER,NY,6/15/1965 9:00
Glenvil,,,NE,6/15/1965 10:00
Thomson,,CIRCLE,GA,6/15/1965 10:00
Hurley,,CHEVRON,MO,6/15/1965 12:30
New Kensington,,DISK,PA,6/15/1965 19:00
Utica,,DISK,MI,6/15/1965 19:00
Mesquite,,OVAL,TX,6/15/1965 20:00
Oklahoma City,,SPHERE,OK,6/15/1965 20:00
St. Petersburg,,,FL,6/15/1965 20:00
St. Marys,,DISK,WV,6/15/1965 20:15
Medford,,OVAL,MA,6/15/1965 21:00
Delano,,FORMATION,CA,6/15/1965 23:00
Pottstown,,OTHER,PA,6/15/1965 23:00
Wellington,,,KS,6/15/1965 23:00
Albuquerque,GREEN,DISK,NM,6/20/1965 2:00
Portland,,DISK,OR,6/25/1965 13:00
Philadelphia,YELLOW,CIGAR,PA,6/25/1965 15:00
Vassalboro,,DISK,ME,6/28/1965 0:00
Cadotte Pass,,,MT,6/30/1965 0:00
Colville,,FLASH,WA,6/30/1965 0:00
Tampa,,,FL,6/30/1965 2:00
Montgomery,,DISK,AL,6/30/1965 3:00
Brentwood,,,NY,6/30/1965 14:00
Mount Shasta,BLUE,CIGAR,CA,6/30/1965 14:00
Ocala,,CIGAR,FL,6/30/1965 15:00
Elkins,,DISK,AR,6/30/1965 19:00
Chesapeake,,EGG,VA,6/30/1965 20:00
Blasdell,,OVAL,NY,6/30/1965 21:00
Otisville,,,NY,6/30/1965 22:00
Fountain Valley,ORANGE,SPHERE,CA,6/30/1965 23:00
Ringwood,,DISK,NJ,7/1/1965 12:00
Mt. Vernon,,DISK,IL,7/1/1965 17:00
Moberly,,LIGHT,MO,7/1/1965 21:00
New Orleans,,,LA,7/1/1965 22:00
Narragansett,,EGG,RI,7/2/1965 22:30
Panama City Beach,,FIREBALL,FL,7/4/1965 19:00
Hains Falls,,LIGHT,NY,7/4/1965 20:00
Winnemucca,,LIGHT,NV,7/6/1965 0:00
Waterford,,VARIOUS,MI,7/6/1965 23:00
Hudson,,LIGHT,MA,7/7/1965 21:00
Oak Park,,,IL,7/7/1965 22:30
San Fernando,,OTHER,CA,7/10/1965 20:00
Fayetteville,GREEN,CIRCLE,NC,7/12/1965 2:15
Los Angeles,RED BLUE,CIGAR,CA,7/12/1965 18:30
Tehachapi,,TRIANGLE,CA,7/15/1965 0:30
Jackson,,RECTANGLE,MI,7/15/1965 6:30
San Gabriel,RED BLUE,OVAL,TX,7/15/1965 14:00
Sistersville,,FIREBALL,WV,7/15/1965 14:00
Westbury,,EGG,NY,7/15/1965 15:00
Nyona Lake,,CIGAR,IN,7/15/1965 16:00
Hornick,ORANGE,FIREBALL,IA,7/15/1965 18:00
Stoughton,,LIGHT,WI,7/15/1965 18:00
Whitesburg,,LIGHT,KY,7/15/1965 21:00
Aurora,RED,SPHERE,OH,7/15/1965 22:00
Mansfield,,DISK,OH,7/15/1965 22:00
Pittsfield,,DISK,MA,7/15/1965 22:00
Pulaski,,FIREBALL,VA,7/20/1965 3:00
Harrisburg,,OVAL,PA,7/20/1965 19:00
Santa Ana,,CIRCLE,CA,7/20/1965 20:30
Portland,ORANGE,DISK,OR,7/20/1965 23:45
Highland,,SPHERE,MI,7/24/1965 13:00
Concord,,,CA,7/25/1965 20:00
Norwalk,,LIGHT,OH,7/27/1965 12:30
Old Lyme,,OVAL,CT,7/30/1965 23:00
